reg_date,temperature
"2023-06-01 13:47:15",28.96
"2023-06-01 13:47:21",28.97
"2023-06-01 13:47:24",28.97
"2023-06-01 13:47:30",28.97
"2023-06-01 13:47:36",28.98
"2023-06-01 13:47:39",28.98
"2023-06-01 13:47:45",28.98
"2023-06-01 13:47:51",28.99
"2023-06-01 13:47:54",29
"2023-06-01 13:48:00",29
"2023-06-01 13:48:06",29
"2023-06-01 13:48:09",29.01
"2023-06-01 13:48:15",29.01
"2023-06-01 13:48:18",29.01
"2023-06-01 13:48:24",29.02
"2023-06-01 13:48:30",29.02
"2023-06-01 13:48:33",29.03
"2023-06-01 13:48:39",29.03
"2023-06-01 13:48:45",29.03
"2023-06-01 13:48:51",29.03
"2023-06-01 13:48:54",29.03
"2023-06-01 13:49:00",29.03
"2023-06-01 13:49:03",29.03
"2023-06-01 13:49:09",29.04
"2023-06-01 13:49:15",29.04
"2023-06-01 13:49:18",29.05
"2023-06-01 13:49:24",29.04
"2023-06-01 13:49:30",29.05
"2023-06-01 13:49:33",29.05
"2023-06-01 13:49:39",29.04
"2023-06-01 13:49:45",29.05
"2023-06-01 13:49:48",29.05
"2023-06-01 13:49:54",29.05
"2023-06-01 13:50:00",29.05
"2023-06-01 13:50:03",29.05
"2023-06-01 13:50:09",29.05
"2023-06-01 13:50:15",29.05
"2023-06-01 13:50:18",29.05
"2023-06-01 13:50:24",29.05
"2023-06-01 13:50:30",29.05
"2023-06-01 13:50:33",29.05
"2023-06-01 13:50:39",29.05
"2023-06-01 13:50:46",29.05
"2023-06-01 13:50:49",29.05
"2023-06-01 13:50:55",29.05
"2023-06-01 13:51:01",29.05
"2023-06-01 13:51:04",29.05
"2023-06-01 13:51:10",29.05
"2023-06-01 13:51:16",29.05
"2023-06-01 13:51:19",29.05
"2023-06-01 13:51:25",29.05
"2023-06-01 13:51:31",29.05
"2023-06-01 13:51:34",29.05
"2023-06-01 13:51:40",29.05
"2023-06-01 13:51:46",29.05
"2023-06-01 13:51:49",29.05
"2023-06-01 13:51:55",29.05
"2023-06-01 13:52:01",29.05
"2023-06-01 13:52:04",29.05
"2023-06-01 13:52:10",29.05
"2023-06-01 13:52:16",29.05
"2023-06-01 13:52:19",29.05
"2023-06-01 13:52:25",29.05
"2023-06-01 13:52:31",29.05
"2023-06-01 13:52:34",29.05
"2023-06-01 13:52:40",29.05
