reg_date,temperature
"2023-06-01 13:47:15",25.62
"2023-06-01 13:47:18",25.62
"2023-06-01 13:47:24",27.76
"2023-06-01 13:47:30",27.83
"2023-06-01 13:47:33",27.9
"2023-06-01 13:47:39",27.97
"2023-06-01 13:47:45",28.05
"2023-06-01 13:47:48",28.11
"2023-06-01 13:47:54",28.11
"2023-06-01 13:48:00",28.16
"2023-06-01 13:48:03",28.21
"2023-06-01 13:48:09",28.25
"2023-06-01 13:48:15",28.29
"2023-06-01 13:48:18",28.33
"2023-06-01 13:48:24",28.36
"2023-06-01 13:48:30",28.38
"2023-06-01 13:48:33",28.38
"2023-06-01 13:48:39",28.42
"2023-06-01 13:48:45",28.42
"2023-06-01 13:48:48",28.44
"2023-06-01 13:48:54",28.46
"2023-06-01 13:49:00",28.47
"2023-06-01 13:49:03",28.48
"2023-06-01 13:49:09",28.49
"2023-06-01 13:49:12",28.5
"2023-06-01 13:49:18",28.51
"2023-06-01 13:49:24",28.51
"2023-06-01 13:49:27",28.52
"2023-06-01 13:49:33",28.53
"2023-06-01 13:49:39",28.53
"2023-06-01 13:49:45",28.54
"2023-06-01 13:49:48",28.54
"2023-06-01 13:49:54",28.55
"2023-06-01 13:50:00",28.55
"2023-06-01 13:50:03",28.55
"2023-06-01 13:50:09",28.55
"2023-06-01 13:50:15",28.55
"2023-06-01 13:50:18",28.55
"2023-06-01 13:50:24",28.55
"2023-06-01 13:50:27",28.55
"2023-06-01 13:50:33",28.56
"2023-06-01 13:50:39",28.55
"2023-06-01 13:50:43",28.55
"2023-06-01 13:50:49",28.55
"2023-06-01 13:50:55",28.55
"2023-06-01 13:50:58",28.55
"2023-06-01 13:51:04",28.55
"2023-06-01 13:51:10",28.54
"2023-06-01 13:51:13",28.54
"2023-06-01 13:51:19",28.54
"2023-06-01 13:51:25",28.54
"2023-06-01 13:51:28",28.54
"2023-06-01 13:51:34",28.53
"2023-06-01 13:51:40",28.53
"2023-06-01 13:51:43",28.53
"2023-06-01 13:51:49",28.53
"2023-06-01 13:51:55",28.53
"2023-06-01 13:51:58",28.52
"2023-06-01 13:52:04",28.51
"2023-06-01 13:52:10",28.51
"2023-06-01 13:52:13",28.51
"2023-06-01 13:52:19",28.51
"2023-06-01 13:52:25",28.51
"2023-06-01 13:52:28",28.51
"2023-06-01 13:52:34",28.51
"2023-06-01 13:52:40",28.51
"2023-06-01 13:52:43",28.5
"2023-06-01 13:52:49",28.5
"2023-06-01 13:52:55",28.5
"2023-06-01 13:52:58",28.49
"2023-06-01 13:53:04",28.49
"2023-06-01 13:53:10",28.49
"2023-06-01 13:53:13",28.48
"2023-06-01 13:53:19",28.48
"2023-06-01 13:53:25",28.47
"2023-06-01 13:53:28",28.48
"2023-06-01 13:53:34",28.47
"2023-06-01 13:53:40",28.47
"2023-06-01 13:53:43",28.47
"2023-06-01 13:53:49",28.47
"2023-06-01 13:53:55",28.47
"2023-06-01 13:53:58",28.47
"2023-06-01 13:54:04",28.47
"2023-06-01 13:54:10",28.47
"2023-06-01 13:54:13",28.47
"2023-06-01 13:54:19",28.47
"2023-06-01 13:54:25",28.47
"2023-06-01 13:54:28",28.46
"2023-06-01 13:54:34",28.46
"2023-06-01 13:54:40",28.46
"2023-06-01 13:54:43",28.46
"2023-06-01 13:54:49",28.46
"2023-06-01 13:54:55",28.47
"2023-06-01 13:54:58",28.46
"2023-06-01 13:55:04",28.46
"2023-06-01 13:55:10",28.46
"2023-06-01 13:55:13",28.46
"2023-06-01 13:55:19",28.46
"2023-06-01 13:55:25",28.46
"2023-06-01 13:55:28",28.46
"2023-06-01 13:55:34",28.46
"2023-06-01 13:55:40",28.46
"2023-06-01 13:55:43",28.45
"2023-06-01 13:55:49",28.45
"2023-06-01 13:55:52",28.45
"2023-06-01 13:55:58",28.45
"2023-06-01 13:56:04",28.45
"2023-06-01 13:56:07",28.44
"2023-06-01 13:56:13",28.44
"2023-06-01 13:56:19",28.44
"2023-06-01 13:56:25",28.44
"2023-06-01 13:56:28",28.44
"2023-06-01 13:56:34",28.44
"2023-06-01 13:56:37",28.44
"2023-06-01 13:56:44",28.44
"2023-06-01 13:56:50",28.44
"2023-06-01 13:56:53",28.44
"2023-06-01 13:56:59",28.44
"2023-06-01 13:57:05",28.44
"2023-06-01 13:57:08",28.44
"2023-06-01 13:57:14",28.44
"2023-06-01 13:57:20",28.43
"2023-06-01 13:57:23",28.43
"2023-06-01 13:57:29",28.43
"2023-06-01 13:57:35",28.44
"2023-06-01 13:57:38",28.44
"2023-06-01 13:57:44",28.43
"2023-06-01 13:57:50",28.43
"2023-06-01 13:57:53",28.43
"2023-06-01 13:57:59",28.43
"2023-06-01 13:58:05",28.43
"2023-06-01 13:58:08",28.42
"2023-06-01 13:58:14",28.42
"2023-06-01 13:58:20",28.42
"2023-06-01 13:58:23",28.42
"2023-06-01 13:58:29",28.42
"2023-06-01 13:58:35",28.42
"2023-06-01 13:58:38",28.42
"2023-06-01 13:58:44",28.41
"2023-06-01 13:58:50",28.41
"2023-06-01 13:58:53",28.41
"2023-06-01 13:58:59",28.41
"2023-06-01 13:59:05",28.41
"2023-06-01 13:59:08",28.4
"2023-06-01 13:59:14",28.4
"2023-06-01 13:59:20",28.41
"2023-06-01 13:59:23",28.4
"2023-06-01 13:59:29",28.4
"2023-06-01 13:59:35",28.4
"2023-06-01 13:59:38",28.4
"2023-06-01 13:59:44",28.4
"2023-06-01 13:59:50",28.4
"2023-06-01 13:59:53",28.4
"2023-06-01 13:59:59",28.4
"2023-06-01 14:00:05",28.4
"2023-06-01 14:00:08",28.4
"2023-06-01 14:00:14",28.4
"2023-06-01 14:00:20",28.39
"2023-06-01 14:00:23",28.4
"2023-06-01 14:00:29",28.4
"2023-06-01 14:00:35",28.39
"2023-06-01 14:00:38",28.39
"2023-06-01 14:00:44",28.39
"2023-06-01 14:00:50",28.4
"2023-06-01 14:00:53",28.4
"2023-06-01 14:00:59",28.4
"2023-06-01 14:01:05",28.4
"2023-06-01 14:01:08",28.39
"2023-06-01 14:01:14",28.39
"2023-06-01 14:01:20",28.39
"2023-06-01 14:01:23",28.38
"2023-06-01 14:01:29",28.39
"2023-06-01 14:01:35",28.39
"2023-06-01 14:01:38",28.39
"2023-06-01 14:01:44",28.39
"2023-06-01 14:01:50",28.39
"2023-06-01 14:01:53",28.39
"2023-06-01 14:01:59",28.38
"2023-06-01 14:02:05",28.39
"2023-06-01 14:02:08",28.38
"2023-06-01 14:02:14",28.39
"2023-06-01 14:02:17",28.39
"2023-06-01 14:02:23",28.4
"2023-06-01 14:02:29",28.38
"2023-06-01 14:02:32",28.38
"2023-06-01 14:02:38",28.38
"2023-06-01 14:02:44",28.38
"2023-06-01 14:02:47",28.38
"2023-06-01 14:02:53",28.38
"2023-06-01 14:03:17",28.39
"2023-06-01 14:03:23",28.39
"2023-06-01 14:03:30",28.38
"2023-06-01 14:03:54",28.38
"2023-06-01 14:03:57",28.38
"2023-06-01 14:04:03",28.38
"2023-06-01 14:04:09",28.38
"2023-06-01 14:04:12",28.39
"2023-06-01 14:04:18",28.38
"2023-06-01 14:04:21",28.38
"2023-06-01 14:04:27",28.39
"2023-06-01 14:04:33",28.39
"2023-06-01 14:04:36",28.39
"2023-06-01 14:04:42",28.39
"2023-06-01 14:04:48",28.39
"2023-06-01 14:04:51",28.38
"2023-06-01 14:04:57",28.38
"2023-06-01 14:05:03",28.38
"2023-06-01 14:05:09",28.38
"2023-06-01 14:05:12",28.38
"2023-06-01 14:05:18",28.38
"2023-06-01 14:05:24",28.38
"2023-06-01 14:05:27",28.39
"2023-06-01 14:05:33",28.38
"2023-06-01 14:05:36",28.39
"2023-06-01 14:05:42",28.39
"2023-06-01 14:05:48",28.39
"2023-06-01 14:05:51",28.39
"2023-06-01 14:05:57",28.39
"2023-06-01 14:06:03",28.39
"2023-06-01 14:06:06",28.39
"2023-06-01 14:06:12",28.39
"2023-06-01 14:06:18",28.39
"2023-06-01 14:06:21",28.39
"2023-06-01 14:06:27",28.39
